Order_ID,Branch,Order_Date,Order_Priority,Manufacturer,Model_Name,Category,Screen_Size,Screen,CPU,RAM,Storage,GPU,OS,OS_Version,Weight,Price,Quantity,Discount,Total_Price,Profit,Ship_Duration
4968,Kermanshah,1394-10-23,L,Acer,Chromebook 11,Netbook,"11.6""",IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.35kg,1200000,1,0,1200000.0,80000,8
4969,Ahvaz,1394-05-14,M,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8kg,3800000,1,0,3800000.0,410000,6
4970,Shiraz,1396-12-05,H,Dell,Latitude 7280,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics,Windows,10,1.36kg,6550000,1,0,6550000.0,600000,2
4971,Tehran,1393-09-04,L,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,No OS,,2.32kg,1950000,1,0,1950000.0,210000,8
4972,Orumiyeh,1402-02-21,M,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8kg,57450000,1,0,57450000.0,5280000,6
4973,Orumiyeh,1401-10-24,L,Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Linux,,1.98kg,29250000,1,2,28665000.0,3150000,7
4974,Rasht,1397-11-01,M,Dell,Latitude 5480,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Linux,,1.6kg,12850000,2,0,25700000.0,2150000,4
4975,Kermanshah,1392-02-07,M,Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.2kg,2850000,1,0,2850000.0,270000,5
4976,Shiraz,1394-03-02,H,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,Windows,10,2.2kg,2350000,1,0,2350000.0,300000,3
4977,Isfahan,1401-09-10,C,Toshiba,Portege Z30-C-1CW,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.2kg,51350000,1,7,47755500.0,4290000,1
4978,Kish,1401-09-17,C,MSI,GP62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,41200000,1,0,41200000.0,3860000,1
4979,Arak,1395-02-27,H,Dell,Latitude 3580,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,2750000,1,0,2750000.0,250000,2
4980,Sari,1395-04-19,M,Dell,Latitude 5480,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Linux,,1.6kg,3750000,1,0,3750000.0,420000,4
4981,Tehran,1395-02-05,C,Dell,Inspiron 7577,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows,10,2.65kg,4100000,3,0,12300000.0,1110000,1
4982,Ahvaz,1394-02-14,L,Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,4050000,1,0,4050000.0,350000,8
4983,Tehran,1395-06-25,L,Asus,ROG GL703VD-GC028T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.9kg,5000000,1,0,5000000.0,640000,9
4984,Tehran,1394-09-19,L,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.25kg,1500000,1,2,1470000.0,160000,10
4985,Tehran,1393-09-02,M,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,10,1.90kg,2550000,1,0,2550000.0,270000,6
4986,Zanjan,1401-05-03,H,HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows,10,2.5kg,24950000,1,0,24950000.0,2410000,3
4987,Mashhad,1391-05-08,M,Asus,Zenbook UX330UA-AH5Q,Ultrabook,"13.3""",IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.2kg,2200000,1,0,2200000.0,240000,6
4988,Mashhad,1395-06-21,M,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon 530,Windows,10,2.1kg,2550000,1,0,2550000.0,300000,5
4989,Tabriz,1397-11-21,M,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,"13.9""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.38kg,12550000,1,2,12299000.0,1310000,5
4990,Rasht,1393-02-16,L,HP,Omen 17-W295,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.35kg,4550000,1,0,4550000.0,410000,7
4991,Isfahan,1398-09-18,C,Lenovo,ThinkPad L470,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,12100000,1,5,11495000.0,1150000,1
4992,Kish,1399-11-30,L,Dell,Inspiron 5370,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,1.4kg,23450000,1,0,23450000.0,2490000,10
4993,Yazd,1400-08-05,H,HP,Zbook 15,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows,10,2.6kg,47900000,1,0,47900000.0,4060000,3
4994,Orumiyeh,1391-06-22,L,Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,2800000,2,0,5600000.0,480000,8
4995,Sari,1396-04-03,H,Toshiba,Portege Z30-C-1CV,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,7,1.2kg,4500000,1,0,4500000.0,380000,2
4996,Kish,1398-12-09,L,Dell,Inspiron 7570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2kg,17900000,1,0,17900000.0,1800000,9
4997,Rasht,1397-08-24,M,HP,ProBook 640,Notebook,"14.0""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.95kg,13700000,1,0,13700000.0,1210000,5
4998,Karaj,1396-04-15,L,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,"11.6""",Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,Windows,10,1.4kg,1750000,1,0,1750000.0,140000,8
4999,Rasht,1397-11-25,M,Dell,Inspiron 5567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,7550000,1,5,7172500.0,600000,5
5000,Karaj,1402-01-06,M,Acer,Aspire A515-51G-37JS,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,Nvidia GeForce MX130,Windows,10,2.2kg,30750000,1,0,30750000.0,3310000,4
5001,Kermanshah,1393-10-04,L,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,4150000,1,0,4150000.0,340000,10
5002,Orumiyeh,1391-01-16,H,Lenovo,Thinkpad E470,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.87kg,1600000,1,0,1600000.0,150000,2
5003,Rasht,1396-04-06,H,Toshiba,Portege X30-D-10L,Ultrabook,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,10450000,2,0,20900000.0,2610000,3
5004,Mashhad,1400-11-01,M,Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,14950000,1,0,14950000.0,1420000,4
5005,Orumiyeh,1397-12-21,H,HP,Probook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows,10,2.5kg,13150000,2,0,26300000.0,3250000,2
5006,Ahvaz,1402-03-29,M,MSI,GL62 6QF,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.3kg,57250000,1,0,57250000.0,4170000,6
5007,Orumiyeh,1392-09-06,C,Lenovo,Thinkpad L560,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,3150000,1,3,3055500.0,290000,1
5008,Isfahan,1392-09-08,H,Dell,Inspiron 5577,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,2400000,1,0,2400000.0,230000,3
5009,Kermanshah,1400-08-22,L,Asus,Chromebook Flip,2 in 1 Convertible,"12.5""",Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,,1.2kg,19000000,1,0,19000000.0,2000000,9
5010,Tabriz,1394-08-14,H,Asus,Chromebook Flip,2 in 1 Convertible,"12.5""",Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,,1.2kg,2400000,1,0,2400000.0,280000,3
5011,Tabriz,1400-02-06,M,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.2kg,14000000,1,0,14000000.0,1420000,6
5012,Kish,1392-09-24,L,Lenovo,ThinkPad Yoga,Netbook,"12.5""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,4850000,1,0,4850000.0,450000,10
5013,Kermanshah,1397-08-11,M,Dell,Inspiron 5568,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.08kg,10900000,1,2,10682000.0,1020000,6
5014,Isfahan,1396-06-26,L,Dell,Inspiron 7773,Notebook,"17.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 150MX,Windows,10,2.77kg,6050000,1,0,6050000.0,520000,7
5015,Karaj,1398-11-11,L,Acer,Aspire E5-575,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.23kg,7350000,1,0,7350000.0,600000,7
5016,Kermanshah,1392-04-21,L,Dell,Latitude 5590,Ultrabook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.88kg,3650000,1,0,3650000.0,340000,7
5017,Hamedan,1398-04-11,H,Toshiba,Tecra A50-D-11D,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.0kg,17600000,1,0,17600000.0,1590000,2
5018,Orumiyeh,1396-03-24,M,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,,2.2kg,1150000,2,0,2300000.0,250000,5
5019,Karaj,1398-01-01,L,Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18kg,10200000,1,0,10200000.0,980000,8
5020,Tehran,1398-12-04,M,Dell,Inspiron 5370,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,1.4kg,13850000,1,0,13850000.0,1450000,5
5021,Arak,1399-07-25,M,Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.3kg,37750000,1,0,37750000.0,3390000,5
5022,Yazd,1394-11-20,C,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.79kg,2000000,3,2,5880000.0,580000,1
5023,Rasht,1393-01-06,L,Asus,ZenBook UX510UX-CN211T,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows,10,2kg,3700000,1,0,3700000.0,340000,8
5024,Rasht,1400-09-07,L,HP,ProBook 440,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.63kg,19400000,1,0,19400000.0,2210000,10
5025,Karaj,1401-01-16,M,Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,16150000,2,0,32300000.0,3630000,4
5026,Rasht,1397-06-14,L,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.5kg,13700000,1,0,13700000.0,1250000,9
5027,Tabriz,1402-02-21,L,Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,59250000,1,0,59250000.0,5360000,10
5028,Tabriz,1396-07-28,L,Dell,Inspiron 7559,Gaming,"15.6""",IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.72kg,4450000,2,0,8900000.0,880000,9
5029,Mashhad,1402-04-17,L,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,"15.6""",Full HD 1920x1080,AMD FX 9830P 3GHz,8GB,1TB HDD,AMD Radeon RX 560,Windows,10,2.45kg,34850000,1,0,34850000.0,3290000,7
5030,Tehran,1402-03-23,M,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,,2.69kg,43000000,1,0,43000000.0,3780000,5
5031,Isfahan,1400-03-04,M,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,Windows,10,2.69kg,19950000,1,2,19551000.0,2080000,5
5032,Hamedan,1392-07-04,L,Asus,ROG Strix,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.3kg,5000000,1,0,5000000.0,370000,7
5033,Orumiyeh,1393-03-06,H,Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,3750000,1,0,3750000.0,400000,2
5034,Yazd,1395-07-21,M,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,"15.6""",1366x768,AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows,10,2.04kg,2250000,1,0,2250000.0,250000,5
5035,Shiraz,1399-05-12,H,Lenovo,Thinkpad T460,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1GB SSD,Intel HD Graphics 520,Windows,10,1.7kg,23300000,1,2,22834000.0,2300000,2
5036,Orumiyeh,1396-01-05,L,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,,2.4kg,3750000,1,0,3750000.0,320000,7
5037,Mashhad,1400-07-17,H,Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,25100000,1,0,25100000.0,2300000,3
5038,Kish,1391-02-09,H,HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,1500000,1,0,1500000.0,100000,3
5039,Tabriz,1392-02-09,L,Lenovo,Ideapad 320-15IAP,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,Intel HD Graphics 500,Windows,10,2.2kg,1450000,1,0,1450000.0,110000,7
5040,Karaj,1400-12-29,L,HP,Spectre X360,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,36650000,1,0,36650000.0,3080000,10
5041,Mashhad,1391-10-08,L,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,2500000,1,0,2500000.0,210000,8
5042,Kish,1394-06-26,L,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.04kg,3050000,1,0,3050000.0,340000,7
5043,Tehran,1393-03-29,L,HP,Spectre 13-V100nv,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.11kg,3600000,1,0,3600000.0,320000,7
5044,Mashhad,1398-04-09,M,Lenovo,Thinkpad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,23300000,1,0,23300000.0,2620000,6
5045,Tehran,1394-06-16,M,Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,4400000,1,0,4400000.0,490000,6
5046,Kish,1391-11-09,L,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,No OS,,2.2kg,2250000,2,0,4500000.0,410000,7
5047,Sari,1393-08-19,H,Lenovo,IdeaPad Y700-15ACZ,Gaming,"15.6""",IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16GB,512GB SSD +  1TB HDD,AMD Radeon R9 M385,Windows,10,2.5kg,3250000,1,2,3185000.0,350000,2
5048,Kermanshah,1402-01-03,H,Toshiba,Tecra Z40-C-12Z,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,80150000,1,0,80150000.0,8220000,3
5049,Shiraz,1393-07-18,L,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,2450000,1,0,2450000.0,290000,9
5050,Ahvaz,1400-01-11,L,HP,ProBook 650,Notebook,"14.0""",1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.31kg,28350000,1,0,28350000.0,2330000,9
5051,Isfahan,1395-08-30,H,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.74kg,3300000,1,7,3069000.0,280000,3
5052,Rasht,1398-09-01,M,Lenovo,Flex 5,2 in 1 Convertible,"14.0""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,11800000,1,0,11800000.0,1270000,6
5053,Isfahan,1392-02-17,L,Vero,K146 (N3350/4GB/32GB/W10),Notebook,"14.0""",1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.22kg,750000,1,0,750000.0,100000,10
5054,Kish,1394-02-22,C,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,4100000,1,5,3895000.0,440000,1
5055,Rasht,1395-02-02,L,Acer,Aspire 7,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,,2.4kg,2650000,1,0,2650000.0,250000,10
5056,Kermanshah,1391-01-09,M,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,,2.3kg,1100000,1,0,1100000.0,100000,4
5057,Isfahan,1398-03-16,M,Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,15600000,1,2,15288000.0,1690000,6
5058,Tehran,1398-01-07,L,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Linux,,2.2kg,8700000,1,7,8090999.999999999,730000,8
5059,Tehran,1394-05-18,M,Toshiba,Tecra A50-D-11D,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.0kg,4650000,1,0,4650000.0,460000,6
5060,Yazd,1396-10-15,H,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows,10,2.08kg,4200000,1,0,4200000.0,450000,2
5061,Rasht,1398-05-20,H,Dell,Latitude 5480,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.6kg,10300000,1,0,10300000.0,780000,3
5062,Tabriz,1401-11-16,M,Toshiba,Tecra Z40-C-12X,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,48200000,1,0,48200000.0,6060000,4
5063,Ahvaz,1392-06-25,M,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,2350000,1,0,2350000.0,230000,5
5064,Ahvaz,1402-02-08,M,HP,ProBook 470,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.5kg,47950000,1,0,47950000.0,5020000,6
5065,Mashhad,1396-01-25,L,Samsung,Chromebook Plus,2 in 1 Convertible,"12.3""",IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,,1.15kg,2450000,1,0,2450000.0,160000,7
5066,Rasht,1392-03-02,C,Asus,Vivobook Max,Notebook,"15.6""",1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8GB,128GB SSD,Intel HD Graphics 505,Windows,10,2kg,2100000,1,0,2100000.0,240000,1
5067,Isfahan,1393-11-04,L,Asus,ZenBook UX410UA-GV183T,Notebook,"14.0""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,3750000,1,0,3750000.0,290000,9
5068,Hamedan,1395-05-19,M,Dell,Vostro 3559,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,7,2.24kg,2550000,1,2,2499000.0,280000,6
5069,Tabriz,1396-05-13,L,HP,Envy 13-ad009n,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,1.38kg,4200000,1,0,4200000.0,490000,9
